340, 250, 247, 236
341, 214,  73,  72
342, 268, 266, 246
343, 215,  72,  71
344, 252, 227, 251
345, 216,  71,  70
346, 253, 228, 252
347, 217, 216,  70
348, 254, 217, 243
349, 217,  70,  69
350, 218, 217,  69
351, 218,  69,  68
352, 219, 218,  68
353, 219,  68,  67
354, 233,  82,  83
355, 220,  67,  66
356, 220,  81,  82
357, 240, 222, 221
358, 221,  94,  95
359, 249, 222, 240
360, 222,  93,  94
361, 238, 102, 237
362, 223,  92,  93
363, 237, 103, 236
364, 224,  91,  92
365, 236, 104, 235
366, 225,  90,  91
367, 273, 265, 264
368, 226,  89,  90
369, 270, 264, 263
370, 227,  88,  89
371, 257, 216, 254
372, 228,  87,  88
373, 265, 258, 253
374, 229,  86,  87
375, 230,  85,  86
376, 230,  86, 229
377, 231,  84,  85
378, 231,  85, 230
379, 233, 218, 219
380, 232,  84, 231
381, 233, 219,  82
382, 233,  83, 232
383, 234, 106,   7
384, 234,  76, 211
385, 235, 104, 105
386, 259, 212, 244
387, 261, 260, 224
388, 236, 103, 104
389, 261, 223, 249
390, 237, 102, 103
391, 267, 248, 261
392, 238, 101, 102
393, 239, 100, 101
394, 239, 101, 238
395, 240,  99, 100
396, 240, 100, 239
397, 241,  95,  96
398, 241,  98, 221
399, 242, 105, 106
400, 242, 234, 211
401, 245, 243, 231
402, 243, 217, 218
403, 244, 212, 213
404, 255, 213, 214
405, 258, 230, 229
406, 257, 256, 215
407, 272, 266, 269
408, 246, 226, 225
409, 247, 237, 236
410, 250, 236, 235
411, 260, 246, 225
412, 248, 238, 237
413, 267, 261, 249
414, 249, 223, 222
415, 271, 262, 259
416, 272, 270, 263
417, 263, 252, 251
418, 251, 227, 226
419, 273, 256, 265
420, 252, 228, 227
421, 265, 257, 258
422, 253, 229, 228
423, 254, 216, 217
424, 254, 243, 245
425, 255, 244, 213
426, 256, 255, 214
427, 256, 214, 215
428, 257, 215, 216
429, 257, 254, 245
430, 258, 257, 245
431, 258, 245, 230
432, 258, 229, 253
433, 262, 242, 259
434, 259, 242, 211
435, 260, 225, 224
436, 261, 224, 223
437, 267, 249, 239
438, 261, 248, 260
439, 262, 250, 235
440, 262, 235, 242
441, 266, 263, 251
442, 273, 270, 255
443, 264, 253, 252
444, 264, 252, 263
445, 265, 253, 264
446, 265, 256, 257
447, 266, 251, 246
448, 269, 266, 268
449, 267, 239, 238
450, 267, 238, 248
451, 268, 246, 260
452, 268, 248, 247
453, 269, 247, 250
454, 271, 250, 262
455, 272, 271, 270
456, 270, 244, 255
457, 271, 259, 244
458, 271, 244, 270
459, 272, 263, 266
460, 272, 269, 271
461, 273, 264, 270
462, 273, 255, 256
