1, 128,  10,  11
  2, 156, 119, 142
  3, 185,  38, 165
  4, 158,   2,  22
  5, 158, 127, 157
  6, 157,  20,  21
  7, 134,  57, 133
  8, 109,  19, 108
  9, 110,  18, 109
 10, 111,  17, 110
 11, 112,  16, 111
 12, 113,  15, 112
 13, 114,  14, 113
 14, 115,  12,  13
 15, 116,  11,  12
 16,  40,   3,  41
 17, 117,  40,  41
 18, 165, 117,  42
 19, 165,  39, 117
 20,  44,  36,  37
 21,  45,  35,  36
 22,  34,  35,   5
 23, 118,  34,   5
 24, 118,   5,  47
 25, 143,  47,  48
 26, 143,  32, 118
 27, 120,  30, 107
 28, 121,  29, 120
 29, 122,  28, 121
 30, 123,  27, 122
 31, 124,  26, 123
 32, 125,  25, 124
 33, 126,  24, 125
 34, 127,  22,  23
 35, 117,  41,   4
 36,  46,   5,  35
 37,  45,  46,  35
 38,  44,  45,  36
 39, 185,  43,  44
 40, 165,  42,  43
 41,  64,   1,  10
 42, 128,  64,  10
 43, 129, 116, 115
 44, 148, 130, 129
 45, 154, 130, 148
 46, 151, 146, 132
 47, 146, 133, 132
 48, 144, 135, 134
 49, 167, 124, 166
 50, 135,  56, 134
 51, 155, 135, 144
 52, 155, 150, 136
 53, 145, 138, 137
 54, 152, 138, 145
 55, 149, 141, 140
 56, 184, 156, 149
 57, 156, 142, 141
 58, 143,  48, 142
 59, 107,  30,  31
 60, 119, 107,  31
 61, 108,  19,  20
 62, 170, 123, 122
 63, 133,  58, 132
 64, 109,  18,  19
 65, 180, 173, 174
 66, 110,  17,  18
 67, 132,  59, 131
 68, 111,  16,  17
 69, 131,  60, 130
 70, 112,  15,  16
 71, 130,  61, 129
 72, 113,  14,  15
 73, 148, 115, 114
 74, 114,  13,  14
 75, 116,  62,  63
 76, 115,  13, 114
 77, 128, 116,  63
 78, 116,  12, 115
 79, 117,  39,  40
 80, 117,   4,  42
 81, 118,  32,  33
 82, 118,  33,  34
 83, 119,  31,  32
 84, 142,  48,  49
 85, 139,  52, 138
 86, 120,  29,  30
 87, 138,  53, 137
 88, 121,  28,  29
 89, 137,  54, 136
 90, 122,  27,  28
 91, 136,  55, 135
 92, 123,  26,  27
 93, 150, 145, 137
 94, 124,  25,  26
 95, 168, 125, 167
 96, 125,  24,  25
 97, 188, 183, 169
 98, 126,  23,  24
 99, 169, 157, 127
100, 127,  23, 126
101, 128,  63,  64
102, 128,  11, 116
103, 129,  61,  62
104, 129,  62, 116
105, 195, 162, 154
106, 130,  60,  61
107, 174, 162, 161
108, 131,  59,  60
109, 180, 174, 161
110, 132,  58,  59
111, 181, 180, 160
112, 133,  57,  58
113, 163, 109, 159
114, 134,  56,  57
115, 193, 186, 187
116, 135,  55,  56
117, 176, 175, 152
118, 136,  54,  55
119, 152, 147, 139
120, 137,  53,  54
121, 175, 171, 147
122, 138,  52,  53
123, 147, 140, 139
124, 139,  51,  52
125, 140,  50,  51
126, 140,  51, 139
127, 141,  49,  50
128, 141,  50, 140
129, 143, 142, 119
130, 142,  49, 141
131, 143, 119,  32
132, 143, 118,  47
133, 153, 134, 133
134, 177, 144, 172
135, 150, 137, 136
136, 170, 122, 164
137, 151, 132, 131
138, 192, 173, 180
139, 152, 139, 138
140, 184, 171, 120
141, 148, 129, 115
142, 195, 154, 148
143, 149, 140, 147
144, 184, 107, 156
145, 189, 167, 186
146, 179, 155, 177
147, 154, 151, 131
148, 162, 151, 154
149, 170, 166, 123
150, 175, 164, 171
151, 153, 144, 134
152, 153, 133, 146
153, 154, 131, 130
154, 195, 148, 114
155, 155, 136, 135
156, 182, 181, 163
157, 156, 141, 149
158, 156, 107, 119
159, 157, 108,  20
160, 158, 157,  21
161, 158,  21,   2
162, 158,  22, 127
163, 159, 109, 108
164, 183, 157, 169
165, 160, 111, 110
166, 163, 160, 110
167, 161, 112, 111
168, 161, 111, 160
169, 162, 113, 112
170, 162, 112, 161
171, 163, 110, 109
172, 194, 191, 190
173, 164, 122, 121
174, 171, 164, 121
175, 185, 165,  43
176, 165,  38,  39
177, 166, 124, 123
178, 178, 176, 145
179, 192, 190, 172
180, 167, 125, 124
181, 188, 182, 159
182, 168, 126, 125
183, 169, 127, 126
184, 169, 126, 168
185, 175, 170, 164
186, 187, 170, 176
187, 171, 121, 120
188, 171, 149, 147
189, 172, 144, 153
190, 173, 172, 153
191, 173, 153, 146
192, 174, 173, 146
193, 174, 146, 151
194, 174, 151, 162
195, 175, 147, 152
196, 176, 152, 145
197, 178, 145, 150
198, 176, 170, 175
199, 193, 189, 186
200, 177, 155, 144
201, 179, 178, 150
202, 193, 187, 178
203, 179, 150, 155
204, 194, 190, 182
205, 180, 161, 160
206, 181, 160, 163
207, 182, 163, 159
208, 192, 181, 190
209, 188, 159, 183
210, 189, 188, 168
211, 183, 159, 108
212, 183, 108, 157
213, 184, 149, 171
214, 184, 120, 107
215, 185,  44,  37
216, 185,  37,  38
217, 186, 167, 166
218, 187, 186, 166
219, 187, 166, 170
220, 187, 176, 178
221, 188, 169, 168
222, 189, 168, 167
223, 193, 191, 189
224, 194, 188, 189
225, 190, 177, 172
226, 190, 181, 182
227, 191, 179, 177
228, 191, 177, 190
229, 192, 172, 173
230, 192, 180, 181
231, 193, 178, 179
232, 193, 179, 191
233, 194, 182, 188
234, 194, 189, 191
235, 195, 114, 113
236, 195, 113, 162
237, 208,  79, 196
238, 196,  21,  20
239, 197, 196,  20
240, 198, 197,  19
241, 199, 198,  18
242, 200, 199,  17
243, 210, 201,  71
244, 202,  70, 201
245, 203,  69, 202
246,  68,  13,  12
247,  67,  12,  11
248,  66,  11,  10
249,  65,  10,   6
250,  10,   1,   6
251,  77,  76,   7
252, 209, 204, 208
253, 209, 205, 204
254, 206, 205, 198
255, 207, 206, 199
256, 210, 200, 201
257, 201,  70,  71
258, 202,  69,  70
259, 203,  68,  69
260,  67,  68,  12
261,  66,  67,  11
262,  65,  66,  10
263,  79,   2,  21
264, 196,  79,  21
265, 204,  77,  78
266, 197,  20,  19
267, 208, 204,  78
268, 198,  19,  18
269, 205, 197, 198
270, 199,  18,  17
271, 206, 198, 199
272, 200,  17,  16
273, 207, 199, 200
274, 201, 200,  16
275, 210, 207, 200
276, 201,  16,  15
277, 202, 201,  15
278, 202,  15,  14
279, 203, 202,  14
280, 203,  14,  13
281, 203,  13,  68
282, 204,  75,  76
283, 204,  76,  77
284, 205,  74,  75
285, 205,  75, 204
286, 206,  73,  74
287, 206,  74, 205
288, 207,  72,  73
289, 207,  73, 206
290, 208,  78,  79
291, 209, 208, 196
292, 209, 196, 197
293, 209, 197, 205
294, 210,  71,  72
295, 210,  72, 207
296, 242, 106, 234
297, 211,  76,  75
298, 212, 211,  75
299, 213, 212,  74
300, 214, 213,  73
301, 215, 214,  72
302, 216, 215,  71
303, 243, 218, 232
304, 232,  83,  84
305, 220, 219,  67
306, 220,  66,  80
307,  80,  66,  65
308,  80,  65,   8
309,  65,   6,   8
310,  96,   9,  97
311, 241,  96,  97
312, 241, 221,  95
313, 222,  94, 221
314, 223,  93, 222
315, 224,  92, 223
316, 225,  91, 224
317, 226,  90, 225
318, 251, 226, 246
319, 227,  89, 226
320, 228,  88, 227
321, 229,  87, 228
322, 245, 231, 230
323, 243, 232, 231
324, 233, 232, 218
325, 220,  82, 219
326, 220,  80,  81
327, 234,   7,  76
328, 259, 211, 212
329, 242, 235, 105
330, 268, 260, 248
331, 269, 268, 247
332, 248, 237, 247
333, 249, 240, 239
334, 240, 221,  99
335, 221,  98,  99
336, 241,  97,  98
337, 212,  75,  74
338, 271, 269, 250
339, 213,  74,  73
