    189,     166.7117,     25.57304
    190,   160.557983,   41.9691277
    191,   168.658813,   35.9807701
    192,   156.313385,   49.2530594
    193,   175.891373,   30.4544735
    194,   160.726547,   32.7432175
    195,   136.271973,   74.2536697
    196,   124.037292,   11.6095896
    197,   122.123238,   20.2909775
    198,   120.343155,   29.1399708
    199,   119.484741,   38.3629379
    200,   118.381958,   47.2961464
    201,   115.466988,   56.7201767
    202,   115.721031,   66.8866119
    203,   115.768204,   74.5773239
    204,   109.968842,    10.074852
    205,   111.943329,   21.5351105
    206,   111.414261,   32.1883163
    207,   111.391869,   41.2658195
    208,   118.266327,   7.20996809
    209,   117.267807,   14.1440992
    210,   111.127083,   48.8564301
    211,   92.9492569,   14.1435375
    212,    93.844635,   23.3716602
    213,   94.9977722,    32.528904
    214,   96.2739182,   41.4617043
    215,   97.2874756,   50.5089722
    216,   98.7423325,   59.4108429
    217,   99.7254715,   68.0516434
    218,   99.2155151,   77.9821777
    219,   101.615608,   87.5875854
    220,   103.452438,   96.4729309
    221,   21.0763988,   8.79547501
    222,   27.5367756,   16.4746819
    223,   33.5374832,   22.9745579
    224,   39.6295357,   29.1290417
    225,   45.7371063,   35.3910713
    226,   51.8146286,   41.7862091
    227,   57.9285202,   48.1423988
    228,   64.0838242,   54.4544373
    229,   70.3067245,   60.7709541
    230,    76.586731,   67.1999893
    231,   82.8408508,   73.6129837
    232,   89.0092468,   79.8172531
    233,    93.750145,   85.5992813
    234,    93.022377,   6.41614437
    235,    75.762886,   7.96988916
    236,   66.9817734,   7.81345558
    237,   57.7528076,    7.8420186
    238,   48.6531296,   7.47579813
    239,   40.1119995,   7.27139854
    240,   31.2826004,   7.89648438
    241,   13.2776012,      5.53722
    242,   85.2192078,   9.04942894
    243,   91.5270538,   71.5087509
    244,   86.4539719,   28.7923756
    245,   85.3901978,   65.2662201
    246,   54.6163483,   33.0884247
    247,   62.2330437,   15.9590845
    248,   51.6194687,   16.5421219
    249,   36.4601059,   14.7451229
    250,   71.4911194,   15.8295288
    251,   60.5782967,   39.5902176
    252,   66.6160889,   45.9770088
    253,   72.7811279,   52.3221741
    254,   92.8988495,   64.1303406
    255,   88.0401688,   37.9230118
    256,   89.0890274,   46.5477142
    257,   89.1220703,   56.3806114
    258,   79.2481155,   58.6833534
    259,   85.8233109,    19.150013
    260,   48.6420708,   26.4968243
    261,   42.3084717,   20.5306015
    262,   79.1096268,   15.2169409
    263,   69.2977676,   37.7101364
    264,   75.2078094,   44.0554771
    265,   81.3282928,   50.1345863
    266,   63.5219765,   31.4490128
    267,   43.8306351,   13.3130083
    268,   58.0215263,   24.5378551
    269,   67.2903595,   23.7003918
    270,   78.5708237,   35.1037216
    271,   77.1374359,   24.0191422
    272,   71.1636734,   30.3964806
    273,   82.4472275,    42.752903
